,id,title,url,categories,labels_pred
22,8861728,"Steaua, Bucharest, 1842 crop.jpg",https://upload.wikimedia.org/wikipedia/commons/4/43/Steaua%2C_Bucharest%2C_1842_crop.jpg,"['Christmas 1842 in Bucharest' 'Christmas carols' '1842 in Bucharest'
 'Music of Romania' ""Star boys' singing procession in art""
 'Koliada in Romania']","{'Culture', 'Music', 'History'}"
23,27289263,Estavar mairie.JPG,https://upload.wikimedia.org/wikipedia/commons/2/26/Estavar_mairie.JPG,['Estavar' 'Town halls in Pyrénées-Orientales'],"{'Society', 'Events'}"
24,25310055,The British Army in North Africa 1942 E14768.jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/The_British_Army_in_North_Africa_1942_E14768.jpg,"['British Army 1939-1945 images from the Imperial War Museum (1942)'
 'Canon de 155 C modèle 1917 Schneider' 'World War II in July 1942'
 '1942 in Africa' 'World War II forces of Britain in North Africa'
 '64th Medium Regiment, Royal Artillery' 'Firing artillery'
 'No. 1 Army Film and Photographic Unit'
 'War Office Second World War Official Collection']","{'Society', 'Culture', 'Politics', 'History', 'Events'}"
25,16887089,Chasseur sous-marin et son équipement.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Chasseur_sous-marin_et_son_%C3%A9quipement.jpg,['Spearfishing equipment' 'Swimfins' 'Wetsuits'],"{'Technology & Engineering', 'Culture', 'STEM'}"
26,59089379,Datestone in Tufton Street - geograph.org.uk - 2713742.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Datestone_in_Tufton_Street_-_geograph.org.uk_-_2713742.jpg,"['Tufton Street, London' 'Tufton Street drill hall']","{'Society', 'Events', 'Places'}"
27,38460456,Julius Caesar Murau 0011 Peralta.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Julius_Caesar_Murau_0011_Peralta.jpg,['Shakespeare in Styria' 'Julius Caesar (play)'],"{'Society', 'Literature', 'Culture', 'Events'}"
28,77505487,Moscow Metro SmolenskayaFL asv2018-09.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Moscow_Metro_SmolenskayaFL_asv2018-09.jpg,"['Quality images of rolling stock in Russia'
 'Quality images of railway stations' 'Quality images of Moscow Metro'
 'September 2018 in Moscow' 'Smolenskaya (Filyovskaya Line)'
 '81-765/766/767 on Filyovskaya Line' 'Rail vehicles with motion blur'
 'Columns in Moscow Metro' 'Centered tunnel perspective'
 'Quality images of tunnels']","{'Society', 'Politics', 'Places'}"
29,1240926,Shivaree.jpeg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Shivaree.jpeg,['Rock music groups from the United States' 'Ambrosia Parsley'],"{'Society', 'Culture', 'Music', 'History'}"
30,67103695,MEP transparent von PVC.png,https://upload.wikimedia.org/wikipedia/commons/9/9f/MEP_transparent_von_PVC.png,"['Polyvinyl chloride' 'Chemical polarity'
 'Molecular electrical potential surfaces']","{'Chemistry', 'STEM'}"
31,47321134,NGC 0492 SDSS.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/NGC_0492_SDSS.jpg,['NGC 492' 'Sloan Digital Sky Survey'],"{'Space', 'Places', 'STEM', 'Nature'}"
32,82898601,Barnard crater AS15-95-12985.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Barnard_crater_AS15-95-12985.jpg,['Barnard (lunar crater)'],"{'Space', 'Nature', 'STEM', 'Places'}"
33,39069456,"Caldwell, Idaho public pool.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e6/Caldwell%2C_Idaho_public_pool.jpg,"['Caldwell, Idaho' 'Swimming pools in Idaho' 'July 2011 in Idaho']","{'Society', 'Places', 'Sports', 'Culture'}"
34,577918,Lockier Burges.png,https://upload.wikimedia.org/wikipedia/commons/8/83/Lockier_Burges.png,['Political office-holders in Western Australia'],"{'Society', 'Politics'}"
35,24334575,Urkullu lehendakaria 1.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/Urkullu_lehendakaria_1.jpg,['Iñigo Urkullu in 2013'],"{'Society', 'Politics'}"
36,10010541,"Caputh, Ex-Bahnhof.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a1/Caputh%2C_Ex-Bahnhof.jpg,['Bahnhof Caputh-Geltow'],"{'Society', 'Politics'}"
37,25427121,1st Aero Squadron Curtiss R-2 No 71.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/1st_Aero_Squadron_Curtiss_R-2_No_71.jpg,"['1916 in aviation' 'Curtiss Model R' '1st Aero Squadron'
 'United States Army Air Service Border Patrol']","{'Technology & Engineering', 'STEM', 'Culture', 'History'}"
38,25617183,MITSUBISHI PROUDIA BY51 01.png,https://upload.wikimedia.org/wikipedia/commons/7/75/MITSUBISHI_PROUDIA_BY51_01.png,['Mitsubishi Proudia (second generation)' 'Black Mitsubishi sedans'],"{'Technology & Engineering', 'STEM'}"
39,9545033,"Stab Protective Body Armor, Concealable (CSPBA).jpg",https://upload.wikimedia.org/wikipedia/commons/3/3d/Stab_Protective_Body_Armor%2C_Concealable_%28CSPBA%29.jpg,"['Sports equipment' 'Body armor' 'Law enforcement uniforms'
 'Law enforcement equipment' 'Equipment of the United States Navy']","{'Society', 'Technology & Engineering', 'STEM', 'Sports', 'Culture'}"
40,9670766,"St Kilda War Memorial, Catani Gardens.jpg",https://upload.wikimedia.org/wikipedia/commons/b/ba/St_Kilda_War_Memorial%2C_Catani_Gardens.jpg,"['Catani Gardens' 'War memorials in Victoria, Australia'
 'World War I memorials in Australia' 'February 2010 in Melbourne'
 'Australia photographs taken on 2010-02-14' 'Cirrocumulus floccus clouds'
 'Clouds and blue sky in Australia']","{'Monuments & Memorials', 'Places', 'Culture', 'History'}"
41,84125598,RNA Hydrolysis Mechanism Cleaned up.png,https://upload.wikimedia.org/wikipedia/commons/d/d8/RNA_Hydrolysis_Mechanism_Cleaned_up.png,['RNA' 'Hydrolyses'],"{'Chemistry', 'STEM'}"
42,23471282,Thursday @ Claremont Showgrounds (5 3 2012) (7005619497).jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Thursday_%40_Claremont_Showgrounds_%285_3_2012%29_%287005619497%29.jpg,['2012 Soundwave Festival' 'Thursday (band)' 'Geoff Rickly'],"{'Society', 'People', 'Events'}"
43,75836588,"Midland Railway War Memorial, Derby 10 (cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/7/7e/Midland_Railway_War_Memorial%2C_Derby_10_%28cropped%29.jpg,"['Midland Railway War Memorial, Derby']","{'Monuments & Memorials', 'Culture', 'History', 'Places'}"
44,93200554,Radio Times - 1937-05-07 - front cover - Christopher Richard Wynne Nevinson.png,https://upload.wikimedia.org/wikipedia/commons/5/54/Radio_Times_-_1937-05-07_-_front_cover_-_Christopher_Richard_Wynne_Nevinson.png,"['Christopher R. W. Nevinson' 'The Radio Times - 1937'
 'Coronation of George VI of the United Kingdom' 'Microphones in art'
 'Horses in art' 'Union Jack in art']","{'Society', 'Technology & Engineering', 'People', 'STEM', 'Culture'}"
45,8662419,Sun Gun.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Sun_Gun.jpg,['Refracting telescopes'],"{'Space', 'STEM'}"
46,62304291,Thivars mairie Eure-et-Loir France.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Thivars_mairie_Eure-et-Loir_France.jpg,['Thivars' 'Town halls in Arrondissement Chartres'],"{'Society', 'Events'}"
47,21726508,Madrid Metro - Estación de Núñez de Balboa.JPG,https://upload.wikimedia.org/wikipedia/commons/6/6e/Madrid_Metro_-_Estaci%C3%B3n_de_N%C3%BA%C3%B1ez_de_Balboa.JPG,"['Estación de Núñez de Balboa' 'Series 2000B of Metro Madrid'
 'September 2012 in Madrid']","{'Society', 'Nature', 'STEM', 'Politics', 'Transportation'}"
48,4920745,President Putin laying a wreath at a monument to the liberating Soviet Army in Pyongyang.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/President_Putin_laying_a_wreath_at_a_monument_to_the_liberating_Soviet_Army_in_Pyongyang.jpg,"['People of Pyongyang' '2000 in North Korea' 'Vladimir Putin in 2000'
 'Vladimir Putin in North Korea' 'Vladimir Putin at a war memorial'
 'Liberation Monument (Pyongyang)' 'Memorial wreaths'
 'Vladimir Putin on July 20']","{'Monuments & Memorials', 'Culture', 'History', 'Society', 'People', 'Places', 'Politics'}"
49,4342027,DodecahedraneSynthesisPartIV.png,https://upload.wikimedia.org/wikipedia/commons/a/ab/DodecahedraneSynthesisPartIV.png,['Dodecahedrane' 'Total syntheses'],"{'Technology & Engineering', 'STEM', 'Chemistry'}"
50,88504493,Nat Fyfe Fremantle Round 6 2019 (cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Nat_Fyfe_Fremantle_Round_6_2019_%28cropped%29.jpg,"['Nathan Fyfe' 'AFL round 6 2019, Fremantle vs. Western Bulldogs']","{'Society', 'Sports', 'Events'}"
51,53234086,Chad Marshall Dynamo vs Sounders 2016-04-10 cropped.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Chad_Marshall_Dynamo_vs_Sounders_2016-04-10_cropped.jpg,"['Chad Marshall' '2016 Seattle Sounders season'
 'Photographs taken on 2016-04-10' 'Association football players in 2016'
 'Association football media uploaded by User:Ytoyoda']","{'Society', 'Sports'}"
52,12658671,Электроника Б3-34.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%913-34.jpg,['Elektronika B3-34'],"{'Technology & Engineering', 'STEM', 'Mathematics', 'Culture', 'History'}"
53,56202469,"Clapper with the shape of a human hand. Probably elephant ivory. From Gurob, Fayum, Egypt. 18th Dynasty. The Petrie Museum of Egyptian Archaeology, London.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a8/Clapper_with_the_shape_of_a_human_hand._Probably_elephant_ivory._From_Gurob%2C_Fayum%2C_Egypt._18th_Dynasty._The_Petrie_Museum_of_Egyptian_Archaeology%2C_London.jpg,"['Egyptian antiquities in the Petrie Museum' 'Ancient Egyptian clappers'
 'Works of the Egyptian 18th dynasty' 'Gurob']","{'Society', 'Places', 'Culture', 'Music', 'History'}"
54,39749119,Sandblasting with protective gear (9245784107).jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Sandblasting_with_protective_gear_%289245784107%29.jpg,"['Personal protective equipment' 'Sandblasting' 'Work (activity)'
 'Workplaces'
 'National Institute for Occupational Safety and Health photographs']","{'Society', 'Technology & Engineering', 'STEM', 'Places', 'Medicine & Health'}"
55,986538,Greenland kayak seal hunter 2006.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Greenland_kayak_seal_hunter_2006.jpg,"['Greenlandic Inuit people' 'Harpoons' 'Inuit kayaking' 'Inuit hunters'
 'Fur clothing of Inuit people' 'Native American transportation'
 'Fur fashion in 2006' 'Seal hunting in Greenland']","{'Society', 'People', 'Sports', 'Culture', 'Transportation'}"
56,10197280,PSWesson2006.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/PSWesson2006.jpg,"['Astronomers from Canada' 'Educators from Canada'
 'University of Waterloo' 'Photographs taken on 2006-09-11']","{'Space', 'Nature', 'STEM', 'Culture'}"
57,22339025,Spanish debt and EU average.png,https://upload.wikimedia.org/wikipedia/commons/3/3c/Spanish_debt_and_EU_average.png,['Economy of Spain graphs' 'Government debt-to-GDP ratio'],"{'Society', 'Politics'}"
58,18418972,Polmadie Depot ex-Caledonian 'Jumbo' 2F 0-6-0 geograph-2804247-by-Ben-Brooksbank.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Polmadie_Depot_ex-Caledonian_%27Jumbo%27_2F_0-6-0_geograph-2804247-by-Ben-Brooksbank.jpg,"['Polmadie engine shed' 'Caledonian Railway steam locomotives'
 '1948 in rail transport in Scotland' 'August 1948 in Scotland']","{'Technology & Engineering', 'STEM'}"
59,14084043,"Church and war memorial, Giffnock - geograph.org.uk - 1352439.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b1/Church_and_war_memorial%2C_Giffnock_-_geograph.org.uk_-_1352439.jpg,"['Giffnock' 'War memorials in East Renfrewshire'
 'Giffnock South parish church']","{'Monuments & Memorials', 'Society', 'Places', 'Culture', 'History'}"
60,5606456,Coat of Arms of Bulgaria from Stemmatographia by Hristofor Zhefarovich (1741).jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Coat_of_Arms_of_Bulgaria_from_Stemmatographia_by_Hristofor_Zhefarovich_%281741%29.jpg,['Royal coats of arms of Bulgaria' 'Stematographia'],"{'Literature', 'Culture'}"
61,11983986,Takahiro Mahara 2010.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Takahiro_Mahara_2010.jpg,['Takahiro Mahara' '2010 Fukuoka SoftBank Hawks season'],"{'Society', 'Sports'}"
62,595269,Sima lozanic.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Sima_lozanic.jpg,['Chemists from Serbia' 'Sima Lozanić'],"{'Nature', 'STEM', 'Society', 'People', 'Chemistry'}"
63,66676854,Jelgava railway station14.05.2017 (34714814946).jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Jelgava_railway_station14.05.2017_%2834714814946%29.jpg,['Jelgava railway station'],"{'Technology & Engineering', 'STEM'}"
64,68778082,PanSTARRS NGC 3308.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/PanSTARRS_NGC_3308.jpg,['PanSTARRS1'],"{'Space', 'STEM'}"
65,1613211,Chicken Two Pop Replicator Dynamics Labeled.png,https://upload.wikimedia.org/wikipedia/commons/7/73/Chicken_Two_Pop_Replicator_Dynamics_Labeled.png,['Game theory'],"{'Mathematics', 'STEM'}"
66,69490167,Stand-Against-HB2-Logo.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Stand-Against-HB2-Logo.jpg,['Logos associated with music' 'Logos of North Carolina'],"{'Culture', 'Music', 'Logos & Symbols'}"
67,39999636,Zeno Achilles Paradox.png,https://upload.wikimedia.org/wikipedia/commons/6/66/Zeno_Achilles_Paradox.png,"[""Zeno's paradoxes""]","{'Mathematics', 'People', 'Society', 'STEM'}"
68,31368965,51 HAA Rgt memorial.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/51_HAA_Rgt_memorial.jpg,"[""Interior of St Luke's Church, Chelsea""
 'Wall mounted church monuments in London'
 'War memorials in the Royal Borough of Kensington and Chelsea'
 'World War II memorials in London' 'Rolls of honour in London']","{'Monuments & Memorials', 'Culture', 'History', 'Society', 'People', 'Places'}"
69,45895091,The Billion Dollar Band.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/The_Billion_Dollar_Band.jpg,"['Musical groups from Miami, Florida' 'Musical quintets'
 'Soul music groups from the United States'
 'Black and white group photographs of musicians' 'Musical groups in 1977']","{'Society', 'People', 'Culture', 'Music'}"
70,46714306,Little Sisters of the Poor Home for the Aged.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/Little_Sisters_of_the_Poor_Home_for_the_Aged.jpg,"['National Register of Historic Places in Minneapolis'
 'Apartment buildings in Minneapolis' 'Brick buildings in Minneapolis'
 'Nursing homes in the United States' 'Little Sisters of the Poor'
 'Sheridan, Minneapolis' 'Built in Minnesota in 1895'
 'United States photographs taken on 2013-07-19']","{'Society', 'STEM', 'Nature', 'Medicine & Health'}"
71,53638503,Reince Priebus by Gage Skidmore 6.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Reince_Priebus_by_Gage_Skidmore_6.jpg,['Reince Priebus'],"{'Society', 'Politics', 'People'}"
72,51041268,Everyone has Influenza - The Round of Doctors and Druggists.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Everyone_has_Influenza_-_The_Round_of_Doctors_and_Druggists.jpg,['Le Grelot' 'Édouard Pépin' '1889–90 flu pandemic'],"{'Society', 'Medicine & Health', 'Culture', 'STEM'}"
73,957850,"The Rasmus, Tampere, 2006.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1a/The_Rasmus%2C_Tampere%2C_2006.jpg,['The Rasmus' 'Lauri Ylönen'],"{'Society', 'People', 'Culture', 'Music'}"
74,12239634,PetraCart.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/PetraCart.jpg,['Horse-drawn carts in Jordan' 'Tourist horse-drawn taxis and buses'],"{'Society', 'Culture', 'Transportation'}"
75,468472,Synthesis square.gif,https://upload.wikimedia.org/wikipedia/commons/0/0a/Synthesis_square.gif,"['Square waves' 'Animations of transverse wave'
 'Fourier series animations' 'Additive synthesis' 'Order 50']","{'Society', 'Nature', 'STEM', 'Mathematics', 'Diagrams'}"
76,9052324,Josip Križan.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Josip_Kri%C5%BEan.jpg,"['Astronomers from Slovenia' 'Mathematicians from Slovenia'
 'Philosophers from Slovenia' 'Physicists from Slovenia']","{'Space', 'Society', 'People', 'Nature', 'STEM', 'Culture'}"
77,33759010,Housset (Aisne) mairie-école.JPG,https://upload.wikimedia.org/wikipedia/commons/8/83/Housset_%28Aisne%29_mairie-%C3%A9cole.JPG,"['Housset' 'Town halls in Aisne' 'Schools in Aisne'
 'France photographs taken on 2014-06-18']","{'Society', 'Events', 'Places'}"
78,65315819,"Volendam tegen DWSA 3-1, elftal van DWSA, Bestanddeelnr 910-6226.jpg",https://upload.wikimedia.org/wikipedia/commons/0/01/Volendam_tegen_DWSA_3-1%2C_elftal_van_DWSA%2C_Bestanddeelnr_910-6226.jpg,"['AFC DWS'
 'Group photographs of association football teams in the Netherlands'
 'Netherlands photographs taken on 1959-08-23'
 '1959 in association football' 'Black and white photographs of people'
 'Football photography by Harry Pot']","{'Society', 'Sports', 'Technology & Engineering', 'STEM'}"
79,17930092,Ngauranga railway station 03.JPG,https://upload.wikimedia.org/wikipedia/commons/2/28/Ngauranga_railway_station_03.JPG,['Ngauranga Railway Station'],"{'Society', 'Politics', 'Transportation'}"
80,92218063,"J.R. Nereus O. Acosta, PH.D. (23587990646) (cropped).jpg",https://upload.wikimedia.org/wikipedia/commons/2/2e/J.R._Nereus_O._Acosta%2C_PH.D._%2823587990646%29_%28cropped%29.jpg,['Nereus Acosta'],"{'Society', 'Politics'}"
81,12017657,Dynamic smile reconstruction in congenital facial paralysis.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Dynamic_smile_reconstruction_in_congenital_facial_paralysis.jpg,['Therapies' 'Surgical procedures' 'Plastic surgery'],"{'Society', 'Medicine & Health', 'STEM'}"
82,10609640,DMPS-3D-balls.png,https://upload.wikimedia.org/wikipedia/commons/3/37/DMPS-3D-balls.png,"['2,3-Dimercapto-1-propanesulfonic acid']","{'Chemistry', 'STEM'}"
83,50837678,Statuta civitatis mutine reformata 1420 1485.jpg,https://upload.wikimedia.org/wikipedia/commons/0/08/Statuta_civitatis_mutine_reformata_1420_1485.jpg,"['15th-century illuminated manuscripts from Italy'
 'Modena in the 15th century' 'Medieval European literature'
 'Statutes of Italy']","{'Places', 'Literature', 'Culture', 'History'}"
84,3781326,Nunnerley memorial.JPG,https://upload.wikimedia.org/wikipedia/commons/3/3c/Nunnerley_memorial.JPG,['Ormskirk Boer War Memorial'],"{'Monuments & Memorials', 'Culture', 'History', 'Places'}"
85,27442405,Graph with all its spanning trees.svg,https://upload.wikimedia.org/wikipedia/commons/e/ea/Graph_with_all_its_spanning_trees.svg,"['Spanning trees' 'Diamond graph' 'Graph coloring; edge' 'Claw (graph)'
 'Linear graph 4']","{'Mathematics', 'STEM'}"
86,22990218,Phyllodes tumor presentation.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Phyllodes_tumor_presentation.jpg,['Gross pathology of cystosarcoma phyllodes'],"{'Medicine & Health', 'Society', 'STEM'}"
87,39902493,"Емина, Алекса Шантић.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bd/%D0%95%D0%BC%D0%B8%D0%BD%D0%B0%2C_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0_%D0%A8%D0%B0%D0%BD%D1%82%D0%B8%D1%9B.jpg,['Aleksa Šantić' 'Serbian literature'],"{'Society', 'People', 'Literature', 'Culture'}"
88,2690056,Newburgh Bay.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/Newburgh_Bay.jpg,"['Bays of the United States' 'Beacon, New York' 'Cornwall, New York'
 'Hudson River' 'New Windsor, New York' 'City of Newburgh, New York'
 'New York State Route 218' 'Clouds and blue sky in the United States']","{'Society', 'Places', 'Transportation'}"
