title,id,url,HITId,WorkerId0,WorkerId1,WorkerId2,AssignmentStatus0,AssignmentStatus1,AssignmentStatus2,labels0,labels1,labels2,labels_enriched0,labels_enriched1,labels_enriched2,labels_enriched_majority
Icefields Parkway-01.jpg,12424009,https://upload.wikimedia.org/wikipedia/commons/d/d2/Icefields_Parkway-01.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,"{'Places', 'Geology', 'Landscapes'}","{'Plants', 'Geology', 'Landscapes', 'Places'}",{'Landscapes'},"{'Places', 'Geology', 'Landscapes', 'STEM'}","{'Plants', 'Geology', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Places', 'Landscapes'}","{'STEM', 'Landscapes', 'Places', 'Geology'}"
Regimontanus house divisions.jpg,56977081,https://upload.wikimedia.org/wikipedia/commons/8/8d/Regimontanus_house_divisions.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,{'Diagrams'},{'Diagrams'},{'Diagrams'},"{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Gherman Solovetski.jpg,6037443,https://upload.wikimedia.org/wikipedia/commons/d/dc/Gherman_Solovetski.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,{'Art'},{'Art'},{'Art'},"{'Art', 'Culture'}","{'Art', 'Culture'}","{'Art', 'Culture'}","{'Art', 'Culture'}"
E-2 10 TL arka.jpg,18629102,https://upload.wikimedia.org/wikipedia/commons/8/89/E-2_10_TL_arka.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,{'None'},{'Art'},{'None'},set(),"{'Art', 'Culture'}",set(),set()
Pelorus River from Pelorus Bridge.jpg,19914023,https://upload.wikimedia.org/wikipedia/commons/5/51/Pelorus_River_from_Pelorus_Bridge.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,"{'Places', 'Landscapes'}",{'Geology'},{'Landscapes'},"{'Places', 'Landscapes'}","{'Geology', 'STEM'}","{'Places', 'Landscapes'}","{'Landscapes', 'Places'}"
YadkinRiver.jpg,66384816,https://upload.wikimedia.org/wikipedia/commons/3/35/YadkinRiver.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,"{'Places', 'Landscapes'}",{'Landscapes'},{'Landscapes'},"{'Places', 'Landscapes'}","{'Places', 'Landscapes'}","{'Places', 'Landscapes'}","{'Landscapes', 'Places'}"
"Weekly excess flu death rates per 100,000 for 4 US cities final 16 weeks of 1918.png",88781312,https://upload.wikimedia.org/wikipedia/commons/0/06/Weekly_excess_flu_death_rates_per_100%2C000_for_4_US_cities_final_16_weeks_of_1918.png,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,{'Diagrams'},{'Diagrams'},{'Diagrams'},"{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Whitby through the Lobster Pots.jpg,83641489,https://upload.wikimedia.org/wikipedia/commons/f/f3/Whitby_through_the_Lobster_Pots.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,"{'Places', 'Landscapes'}","{'Architecture', 'Monuments & Memorials'}",{'Places'},"{'Places', 'Landscapes'}","{'Places', 'Architecture', 'Monuments & Memorials'}",{'Places'},{'Places'}
Tabcorp logo Blue RGB.jpg,92939566,https://upload.wikimedia.org/wikipedia/commons/5/55/Tabcorp_logo_Blue_RGB.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'}
Alma antenna in transit.jpg,4804838,https://upload.wikimedia.org/wikipedia/commons/f/f4/Alma_antenna_in_transit.jpg,30EV7DWJUA6AZZ8XBJY6K3H7FLT6YY,A1FKSSZILMRAE8,A2H1RXUC8XNNIW,AM2KK02JXXW48,Approved,Approved,Approved,{'Transportation'},{'Technology & Engineering'},{'Transportation'},"{'Society', 'Transportation'}","{'Technology & Engineering', 'STEM'}","{'Society', 'Transportation'}","{'Society', 'Transportation'}"
Mid Devon - Hillersdon House & Scenery (geograph 3911873).jpg,50653733,https://upload.wikimedia.org/wikipedia/commons/1/1e/Mid_Devon_-_Hillersdon_House_%26_Scenery_%28geograph_3911873%29.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Places', 'Landscapes', 'Architecture'}",{'Plants'},"{'Plants', 'Landscapes', 'Architecture'}","{'Places', 'Landscapes', 'Architecture'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Landscapes', 'Architecture', 'Nature', 'Places', 'STEM'}","{'Plants', 'Architecture', 'Landscapes', 'Nature', 'Places', 'STEM'}"
"Beggar's Box ,1968.jpg",38431270,https://upload.wikimedia.org/wikipedia/commons/d/d5/Beggar%27s_Box_%2C1968.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,{'Technology & Engineering'},"{'Technology & Engineering', 'Diagrams'}",{'Technology & Engineering'},"{'Technology & Engineering', 'STEM'}","{'Technology & Engineering', 'Diagrams', 'STEM'}","{'Technology & Engineering', 'STEM'}","{'Technology & Engineering', 'STEM'}"
Iodonium tethering on prop-1-enyl ethers.png,6524573,https://upload.wikimedia.org/wikipedia/commons/f/f8/Iodonium_tethering_on_prop-1-enyl_ethers.png,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,{'Chemistry'},{'Chemistry'},{'Diagrams'},"{'Chemistry', 'STEM'}","{'Chemistry', 'STEM'}","{'Diagrams', 'STEM'}","{'Chemistry', 'STEM'}"
Leaf morphology parallel.png,6565797,https://upload.wikimedia.org/wikipedia/commons/d/d9/Leaf_morphology_parallel.png,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,{'Art'},{'Food'},{'Logos & Symbols'},"{'Art', 'Culture'}","{'Culture', 'Food'}",{'Logos & Symbols'},{'Culture'}
Hochfirstpanorama1.jpg,23924312,https://upload.wikimedia.org/wikipedia/commons/e/e7/Hochfirstpanorama1.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Plants', 'Landscapes'}",{'Plants'},"{'Plants', 'Landscapes'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}"
Messier object 023.jpg,580626,https://upload.wikimedia.org/wikipedia/commons/6/63/Messier_object_023.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,{'Space'},{'Geology'},{'Space'},"{'Space', 'STEM'}","{'Geology', 'STEM'}","{'Space', 'STEM'}","{'Space', 'STEM'}"
Wikipedia - Calisus.jpg,54282356,https://upload.wikimedia.org/wikipedia/commons/c/c5/Wikipedia_-_Calisus.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,"{'People', 'Music'}",{'Plants'},"{'Plants', 'People'}","{'Society', 'Culture', 'Music', 'People'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Society', 'People', 'Nature', 'STEM'}","{'Plants', 'Society', 'People', 'Nature', 'STEM'}"
Ankylosaur.jpg,7716291,https://upload.wikimedia.org/wikipedia/commons/b/b1/Ankylosaur.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,"{'History', 'Animals', 'Fossils'}",{'Fossils'},{'Fossils'},"{'Culture', 'History', 'Nature', 'Animals', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}"
Java Transportation Network id.svg,10536823,https://upload.wikimedia.org/wikipedia/commons/a/ab/Java_Transportation_Network_id.svg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,{'Maps & Flags'},{'Maps & Flags'},"{'Diagrams', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Maps & Flags', 'Places', 'Diagrams', 'STEM'}","{'Places', 'Maps & Flags'}"
2015 JWC Men's Podium (2).jpg,56764321,https://upload.wikimedia.org/wikipedia/commons/7/7c/2015_JWC_Men%27s_Podium_%282%29.jpg,30UZJB2PPWND0SBVHFVB237UAPN53B,A1FKSSZILMRAE8,AVEV8X13Y4JSR,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Sports', 'People', 'Maps & Flags'}",{'Maps & Flags'},"{'Sports', 'People'}","{'Society', 'People', 'Sports', 'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Sports', 'Society', 'People'}","{'Society', 'People', 'Sports', 'Places', 'Maps & Flags'}"
Virtues Speculum Virginum W72 26r.jpg,26099616,https://upload.wikimedia.org/wikipedia/commons/c/c0/Virtues_Speculum_Virginum_W72_26r.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Art', 'Diagrams'}","{'Logos & Symbols', 'History', 'Art', 'Diagrams'}","{'History', 'Belief', 'Art'}","{'Art', 'Culture', 'Diagrams', 'STEM'}","{'Art', 'Diagrams', 'Logos & Symbols', 'History', 'Culture', 'STEM'}","{'History', 'Belief', 'Art', 'Culture'}","{'Art', 'Diagrams', 'History', 'Culture', 'STEM'}"
Jianianhualong5.jpg,60549388,https://upload.wikimedia.org/wikipedia/commons/b/b4/Jianianhualong5.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Geology', 'Maps & Flags'}","{'Transportation', 'Diagrams', 'Geology', 'Landscapes', 'Places', 'Mathematics', 'Maps & Flags'}",{'Maps & Flags'},"{'Maps & Flags', 'Geology', 'Places', 'STEM'}","{'Society', 'Mathematics', 'Transportation', 'Diagrams', 'Geology', 'Landscapes', 'Places', 'Maps & Flags', 'STEM'}","{'Places', 'Maps & Flags'}","{'STEM', 'Geology', 'Places', 'Maps & Flags'}"
Avon Water at Millheugh Bridge - geograph.org.uk - 165433.jpg,9250917,https://upload.wikimedia.org/wikipedia/commons/a/a4/Avon_Water_at_Millheugh_Bridge_-_geograph.org.uk_-_165433.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Plants', 'Transportation', 'Landscapes', 'Architecture', 'Places'}","{'Plants', 'Places', 'Transportation'}",{'Plants'},"{'Plants', 'Society', 'Transportation', 'Landscapes', 'Architecture', 'Nature', 'Places', 'STEM'}","{'Plants', 'Society', 'Transportation', 'Nature', 'Places', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Society', 'Transportation', 'Nature', 'Places', 'STEM'}"
Tabasco Opera 2018 c.jpg,75869283,https://upload.wikimedia.org/wikipedia/commons/7/78/Tabasco_Opera_2018_c.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Art', 'Music', 'People'}","{'Music', 'Monuments & Memorials', 'Events'}",{'Events'},"{'Society', 'Art', 'People', 'Music', 'Culture'}","{'Society', 'Monuments & Memorials', 'Places', 'Music', 'Events', 'Culture'}","{'Society', 'Events'}","{'Society', 'Culture', 'Music', 'Events'}"
PedostibesTuberculosus5.jpg,2969185,https://upload.wikimedia.org/wikipedia/commons/8/85/PedostibesTuberculosus5.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Animals', 'People'}","{'Animals', 'Chemistry'}",{'Animals'},"{'Society', 'People', 'Nature', 'Animals', 'STEM'}","{'Animals', 'Nature', 'Chemistry', 'STEM'}","{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}"
Shankarabharanam scale.svg,5285664,https://upload.wikimedia.org/wikipedia/commons/b/b6/Shankarabharanam_scale.svg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Music', 'Diagrams'}",{'Music'},{'Music'},"{'Music', 'Culture', 'Diagrams', 'STEM'}","{'Culture', 'Music'}","{'Culture', 'Music'}","{'Culture', 'Music'}"
Chancia - Mairie (juil 2018).jpg,71232232,https://upload.wikimedia.org/wikipedia/commons/d/da/Chancia_-_Mairie_%28juil_2018%29.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Places', 'Animals', 'Architecture'}","{'Places', 'Geology', 'Architecture'}","{'Places', 'Maps & Flags'}","{'Architecture', 'Nature', 'Places', 'Animals', 'STEM'}","{'Places', 'Geology', 'Architecture', 'STEM'}","{'Places', 'Maps & Flags'}","{'Architecture', 'Places', 'STEM'}"
"Flooring in a material handling area at Pharmaceutical company Lilly, France.jpg",12788864,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flooring_in_a_material_handling_area_at_Pharmaceutical_company_Lilly%2C_France.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'People', 'Medicine & Health', 'Food'}","{'People', 'Medicine & Health'}",{'Medicine & Health'},"{'Society', 'People', 'Food', 'Medicine & Health', 'Culture', 'STEM'}","{'Society', 'People', 'Medicine & Health', 'STEM'}","{'Medicine & Health', 'STEM'}","{'Society', 'People', 'Medicine & Health', 'STEM'}"
"Audur Jonsdottir, nominerad till Nordiska radets litteraturpris 2006.jpg",25102565,https://upload.wikimedia.org/wikipedia/commons/e/e2/Audur_Jonsdottir%2C_nominerad_till_Nordiska_radets_litteraturpris_2006.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'Landscapes', 'Art', 'People'}","{'Art', 'People'}",{'People'},"{'Society', 'Art', 'People', 'Landscapes', 'Places', 'Culture'}","{'Society', 'Art', 'Culture', 'People'}","{'Society', 'People'}","{'Society', 'Art', 'People', 'Culture'}"
Hamnskar monument.jpg,9831896,https://upload.wikimedia.org/wikipedia/commons/5/5c/Hamnskar_monument.jpg,32204AGABQNQAX7EDW34AUZTJ3JHGC,A2G43KS55YGYQE,A3IMDT7LJKPJPA,AO6PPBKON962N,Approved,Approved,Approved,"{'People', 'Architecture', 'Events', 'Monuments & Memorials'}","{'Places', 'History', 'Monuments & Memorials', 'People'}",{'Monuments & Memorials'},"{'Society', 'Monuments & Memorials', 'People', 'Architecture', 'Places', 'Events'}","{'Society', 'People', 'Monuments & Memorials', 'History', 'Places', 'Culture'}","{'Places', 'Monuments & Memorials'}","{'Places', 'Society', 'Monuments & Memorials', 'People'}"
Manchester Dock gate.jpg,31396588,https://upload.wikimedia.org/wikipedia/commons/4/4e/Manchester_Dock_gate.jpg,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Places', 'Technology & Engineering'}",{'Places'},{'Technology & Engineering'},"{'Places', 'Technology & Engineering', 'STEM'}",{'Places'},"{'Technology & Engineering', 'STEM'}","{'Technology & Engineering', 'Places', 'STEM'}"
MC-View from Town Hall-5.jpg,57659604,https://upload.wikimedia.org/wikipedia/commons/e/ed/MC-View_from_Town_Hall-5.jpg,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Places', 'History', 'Monuments & Memorials'}",{'Architecture'},"{'Places', 'Landscapes'}","{'Places', 'History', 'Culture', 'Monuments & Memorials'}","{'Places', 'Architecture'}","{'Places', 'Landscapes'}",{'Places'}
SAS 2.gif,1333491,https://upload.wikimedia.org/wikipedia/commons/5/55/SAS_2.gif,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Technology & Engineering', 'Space'}",{'Space'},{'Space'},"{'Technology & Engineering', 'Space', 'STEM'}","{'Space', 'STEM'}","{'Space', 'STEM'}","{'Space', 'STEM'}"
Spiedies on Grill.jpg,27882071,https://upload.wikimedia.org/wikipedia/commons/0/0d/Spiedies_on_Grill.jpg,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Places', 'Events', 'Food'}",{'Food'},{'Food'},"{'Society', 'Places', 'Events', 'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}"
"USN PO2 parka tab, AOR-2.png",64961026,https://upload.wikimedia.org/wikipedia/commons/a/ab/USN_PO2_parka_tab%2C_AOR-2.png,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'History', 'Politics', 'Monuments & Memorials', 'People'}",{'Logos & Symbols'},{'Logos & Symbols'},"{'Society', 'People', 'Monuments & Memorials', 'History', 'Places', 'Politics', 'Culture'}",{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'}
Logo de Converxencia 21.png,78448559,https://upload.wikimedia.org/wikipedia/commons/e/e9/Logo_de_Converxencia_21.png,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Logos & Symbols', 'Technology & Engineering', 'Medicine & Health'}",{'Logos & Symbols'},{'Logos & Symbols'},"{'Logos & Symbols', 'Technology & Engineering', 'Medicine & Health', 'STEM'}",{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'}
Diatrymaskeleton.JPG,3944929,https://upload.wikimedia.org/wikipedia/commons/b/b7/Diatrymaskeleton.JPG,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Monuments & Memorials', 'History', 'Places', 'Animals', 'Fossils'}",{'Geology'},{'Fossils'},"{'Monuments & Memorials', 'Culture', 'History', 'Nature', 'Places', 'Animals', 'Fossils', 'STEM'}","{'Geology', 'STEM'}","{'Nature', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}"
Richea sprengelioides distrobution.jpg,67147669,https://upload.wikimedia.org/wikipedia/commons/3/38/Richea_sprengelioides_distrobution.jpg,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Transportation', 'Maps & Flags'}",{'Logos & Symbols'},{'Maps & Flags'},"{'Society', 'Places', 'Transportation', 'Maps & Flags'}",{'Logos & Symbols'},"{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}"
