,id,title,url,categories,labels_pred
33,10284158,Markovkate 01.svg,https://upload.wikimedia.org/wikipedia/commons/2/2b/Markovkate_01.svg,"['Graphs with 2 vertices' 'Graphs with labelled edges and vertices'
 'Hidden Markov Model' 'Multigraphs' 'Pseudographs'
 'Strongly connected graph']","{'STEM', 'Culture', 'Mathematics', 'Society', 'Technology & Engineering'}"
34,16181383,Antisect 2011.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Antisect_2011.jpg,['Antisect' '2011 concerts in Finland'],"{'Politics', 'Culture', 'Society'}"
35,13259916,Copts praying in Tahrir.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Copts_praying_in_Tahrir.jpg,"['Prayers during the Egyptian Revolution of 2011'
 'Demonstrations and protests relating to the Egyptian Revolution of 2011 in Tahrir Square'
 'Copts'
 'Photographs of flags of Egypt in Cairo during the Egyptian Revolution of 2011'
 'Christian prayer in Egypt']","{'Politics', 'Places', 'Culture', 'Society', 'History'}"
36,1601391,Robert Toombs.pageantofamerica.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Robert_Toombs.pageantofamerica.jpg,['Robert Toombs'],"{'Politics', 'Society'}"
37,12357612,FMARS Medical Laser1 2009-07-26.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/FMARS_Medical_Laser1_2009-07-26.jpg,"['Laser therapy devices' 'Flashline Mars Arctic Research Station (FMARS)'
 'Laser goggles']","{'STEM', 'Society', 'Culture', 'Medicine & Health'}"
38,2128786,Western mail gnangarra 01.jpg,https://upload.wikimedia.org/wikipedia/commons/9/95/Western_mail_gnangarra_01.jpg,"['1927 newspapers' 'Christian newspapers' 'Salvation Army publications'
 'The Western Mail']","{'Culture', 'Literature'}"
39,15773869,An Disheng.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/An_Disheng.jpg,"['An Disheng' ""Who's Who in China, 3rd ed""]","{'People', 'Culture', 'Society', 'Literature'}"
40,54380606,96th Street Station (31000690483).jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/96th_Street_Station_%2831000690483%29.jpg,"['Photographs taken on 2016-12-22'
 '96th Street Second Av. Subway Station Unveiled'
 '96th Street (IND Second Avenue Line)' 'E Pluribus Unum'
 'New York City Subway stairs in Manhattan'
 'New York City Subway station platforms in Manhattan']","{'Events', 'Culture', 'Society', 'Politics'}"
41,26749457,Beth Gaines.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Beth_Gaines.jpg,['Beth Gaines'],"{'Politics', 'Society'}"
42,1881009,Mercedes Indycar.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/Mercedes_Indycar.jpg,['Penske PC-23 in the Mercedes-Benz-Museum'],"{'Politics', 'STEM', 'Places', 'Technology & Engineering', 'Society'}"
43,14814235,Water Flosser.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Water_Flosser.jpg,['Oral irrigator'],"{'STEM', 'Society', 'History', 'Culture', 'Medicine & Health'}"
44,49201558,ProstateAbscessMarked.png,https://upload.wikimedia.org/wikipedia/commons/d/d9/ProstateAbscessMarked.png,['CT images of prostatic abscess' 'CT images of urinary retention'],"{'STEM', 'Society', 'Culture', 'Medicine & Health', 'Nature'}"
45,1189091,Simon Bening - August.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Simon_Bening_-_August.jpg,"['Labors of the months by Simon Bening' '16th-century fashion'
 'Siths in art' 'Harvest in art' '16th-century rural life in art'
 '1501-1550 paintings' 'August in miniatures'
 'Peasants in the 16th century']","{'Space', 'STEM', 'People', 'Culture', 'Art', 'Society', 'Nature'}"
46,64301622,Mali woman selling herbal medicines.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Mali_woman_selling_herbal_medicines.jpg,"['Women of Mali' 'Healthcare in Nigeria' 'Traditional medicine in Africa'
 'Hausa people' 'Nigeria photographs taken on 2017-11-16'
 'Boubou (clothing)']","{'STEM', 'People', 'History', 'Medicine & Health', 'Culture', 'Society'}"
47,11204899,Fukuzumi Station.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Fukuzumi_Station.jpg,"['地下鉄駅画像' '札幌市交通局の画像' '地下鉄駅画像' '札幌市交通局の画像' '地下鉄駅画像' '札幌市交通局の画像'
 'Fukuzumi Station']","{'Politics', 'Society'}"
48,80189276,"Pulmonary tuberculosis, low mag.jpg",https://upload.wikimedia.org/wikipedia/commons/a/ae/Pulmonary_tuberculosis%2C_low_mag.jpg,['Histopathology of lung tuberculosis'],"{'STEM', 'Medicine & Health'}"
49,3059206,Wegrzy polacy XVIIw.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Wegrzy_polacy_XVIIw.jpg,"['Polish Hungarian friendship' 'John William Baur'
 'Prints in the Czartoryski Museum' 'History of Hungary (1526–1700)'
 '1590s fashion' 'Polish nobles costumes']","{'Politics', 'Places', 'History', 'Culture', 'Society'}"
50,1174568,Evolucion de un callo.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Evolucion_de_un_callo.jpg,['Corns' 'Human toes' 'Foot calluses'],"{'Medicine & Health', 'STEM', 'Society'}"
51,68318758,Central African Republic India Locator.png,https://upload.wikimedia.org/wikipedia/commons/2/23/Central_African_Republic_India_Locator.png,"['Bilateral maps of the Central African Republic'
 'Bilateral maps of India'
 'Relations of the Central African Republic and India']","{'Politics', 'Places', 'History', 'Culture', 'Society', 'Maps & Flags'}"
52,26214540,U.S. President Barack Obama talks on the telephone with Oklahoma Governor Mary Fallin following the 2013 Moore tornado.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ef/U.S._President_Barack_Obama_talks_on_the_telephone_with_Oklahoma_Governor_Mary_Fallin_following_the_2013_Moore_tornado.jpg,"['2013 Moore tornado' 'Barack Obama in May 2013'
 'Barack Obama in the Oval Office' 'Barack Obama on telephone calls'
 'Photographs by Pete Souza' 'Barack Obama at the Resolute desk']","{'Politics', 'STEM', 'People', 'Culture', 'Society', 'Nature'}"
53,30190310,Chayey moharan shaar - hebrewbooks.PNG,https://upload.wikimedia.org/wikipedia/commons/9/9f/Chayey_moharan_shaar_-_hebrewbooks.PNG,"['Breslov' 'Hasidic texts' '1874 books' 'Hebrew-language title pages'
 'Biographies single pages' 'HebrewBooks']","{'People', 'Places', 'Culture', 'Society', 'Literature'}"
54,8844495,George Walton (ca 1749-1804).jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/George_Walton_%28ca_1749-1804%29.jpg,['George Walton'],"{'Politics', 'Society'}"
55,1177752,Luo Binwang.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Luo_Binwang.jpg,['Wan hsiao tang' 'Luo Binwang'],"{'Places', 'Culture', 'Society', 'People', 'History', 'Literature'}"
56,3988129,Okinawa Central Hospital Nursing School.JPG,https://upload.wikimedia.org/wikipedia/commons/2/24/Okinawa_Central_Hospital_Nursing_School.JPG,"['United States administered Okinawa' 'Vocational schools in Japan'
 'Health in Okinawa prefecture' 'Schools in Okinawa prefecture'
 'Students in Okinawa prefecture'
 'People of Ryukyu Islands under United States occupation'
 'Okinawa, Okinawa' '1946 in Okinawa prefecture'
 'History of education in Okinawa prefecture']","{'STEM', 'People', 'Places', 'History', 'Culture', 'Medicine & Health', 'Society'}"
57,28341705,Politeia beginning. Codex Parisinus graecus 1807.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Politeia_beginning._Codex_Parisinus_graecus_1807.jpg,['Codex Parisinus graecus 1807' 'Republic (Plato)'],"{'History', 'Culture', 'Literature'}"
58,18152286,Greater undecimal neutral second on C.png,https://upload.wikimedia.org/wikipedia/commons/5/50/Greater_undecimal_neutral_second_on_C.png,"['Music images' '11-limit tuning and intervals' ""Ben Johnston's notation""
 'Neutral seconds' 'Superparticular intervals']","{'STEM', 'Music', 'Culture', 'Mathematics'}"
59,7428133,Brownlee leaving his house.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Brownlee_leaving_his_house.jpg,['John Brownlee'],"{'Politics', 'Society'}"
60,59976897,Dominican Republic India Locator.png,https://upload.wikimedia.org/wikipedia/commons/e/ed/Dominican_Republic_India_Locator.png,"['Bilateral maps of the Dominican Republic' 'Bilateral maps of India'
 'Relations of the Dominican Republic and India']","{'Politics', 'Places', 'History', 'Culture', 'Society', 'Maps & Flags'}"
61,20587408,"Makars' Court, Sir Walter Scott.jpg",https://upload.wikimedia.org/wikipedia/commons/0/0f/Makars%27_Court%2C_Sir_Walter_Scott.jpg,"[""Makars' Court"" 'Male writers from Scotland' 'Literature of Scotland'
 'Royal Mile' 'Visitor attractions in Edinburgh' 'Walter Scott'
 ""Writers' Museum"" 'Plaques in Edinburgh' 'Maps of Scotland']","{'Places', 'Culture', 'Society', 'Maps & Flags', 'STEM', 'People', 'History', 'Literature', 'Nature'}"
62,1617102,MoulameinOldWharf.JPG,https://upload.wikimedia.org/wikipedia/commons/c/c2/MoulameinOldWharf.JPG,['Moulamein' 'January 2007 in Moulamein' 'Photographs taken on 2007-01-20'],"{'Politics', 'Society', 'Events'}"
63,6771376,Entonox set.png,https://upload.wikimedia.org/wikipedia/commons/9/9a/Entonox_set.png,['Entonox'],"{'Medicine & Health', 'STEM', 'Society'}"
64,14997711,Referendum in the desert.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Referendum_in_the_desert.jpg,"['Elections in Egypt' '2011 events in Egypt'
 'Egyptian constitutional referendum 2011' 'Mokattum hills']","{'Politics', 'Society', 'Places'}"
65,36292968,"Lars Lerin in Oct, 2014.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c9/Lars_Lerin_in_Oct%2C_2014.jpg,['Nominated for the August Prize 2014' 'Lars Lerin'],"{'People', 'Society', 'Culture', 'Art', 'Literature'}"
66,3925039,Malnourished child.jpg,https://upload.wikimedia.org/wikipedia/commons/7/79/Malnourished_child.jpg,"[""Children's rights"" 'Child health' 'Malnutrition']","{'Medicine & Health', 'STEM', 'Society'}"
67,89032332,Destruction of the tutans dockyard.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Destruction_of_the_tutans_dockyard.jpg,['Ships in art' 'Fire' 'Shipbuilding' 'War'],"{'STEM', 'Society', 'Technology & Engineering', 'Medicine & Health'}"
68,53295994,India life expectancy.png,https://upload.wikimedia.org/wikipedia/commons/1/18/India_life_expectancy.png,['Life expectancy charts' 'Healthcare in India'],"{'Medicine & Health', 'STEM', 'Society'}"
69,54798341,1862 Johnson's Map of The Vicinity Of Richmond and Peninsular Campaign in Virginia - Geographicus - Richmond-j-62 Richmond and Petersburg Railroad.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/1862_Johnson%27s_Map_of_The_Vicinity_Of_Richmond_and_Peninsular_Campaign_in_Virginia_-_Geographicus_-_Richmond-j-62_Richmond_and_Petersburg_Railroad.jpg,"['1862 maps of Virginia' 'Old maps of Virginia'
 'Richmond in the American Civil War' 'Richmond and Petersburg Railroad'
 'Maps of Chesterfield County, Virginia' 'Richmond, Virginia in the 1860s'
 'Petersburg, Virginia in the 1860s' 'Rail transport maps of Virginia'
 'Railroads of the American Civil War']","{'Politics', 'Places', 'Culture', 'Society', 'Maps & Flags', 'History', 'Transportation'}"
70,69128275,Healthy Brain Healthy Europe.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Healthy_Brain_Healthy_Europe.jpg,"['European Commission' 'Department of Health (Ireland)'
 'The Convention Centre Dublin' 'Máire Geoghegan-Quinn']","{'STEM', 'Places', 'Society', 'Medicine & Health'}"
71,36478583,HolnicoteStables Selworthy Somerset.JPG,https://upload.wikimedia.org/wikipedia/commons/1/15/HolnicoteStables_Selworthy_Somerset.JPG,['Holnicote Estate' 'Cervus elaphus heads (male)' 'Deer trophies'],"{'Politics', 'Places', 'History', 'Culture', 'Society'}"
72,17768534,2007 02 Inaki Anasagasti-2.jpg,https://upload.wikimedia.org/wikipedia/commons/9/95/2007_02_Inaki_Anasagasti-2.jpg,['Iñaki Anasagasti'],"{'Politics', 'Society'}"
73,33324390,Google Street View at ALMA AOS.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/Google_Street_View_at_ALMA_AOS.jpg,"['ALMA telescopes' 'ALMA transporters' 'Chajnantor plateau'
 'Google Street View cameras' 'Twin tires']","{'Space', 'STEM', 'Culture', 'Technology & Engineering', 'Nature'}"
74,23346391,Param st 01.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Param_st_01.jpg,['Mathematical equations' 'Multivariate calculus'],"{'STEM', 'Mathematics', 'Culture'}"
75,82192354,PulsePoint App v4-3 AED detail on iPhone XS 05-23-2019.png,https://upload.wikimedia.org/wikipedia/commons/1/1a/PulsePoint_App_v4-3_AED_detail_on_iPhone_XS_05-23-2019.png,"['AED' 'Defibrillators' 'Naloxone' 'Epinephrine'
 'Epinephrine autoinjector' 'Tourniquets']","{'STEM', 'Society', 'Technology & Engineering', 'Medicine & Health'}"
76,61469662,Firma Lenín Moreno Garcés.png,https://upload.wikimedia.org/wikipedia/commons/f/f8/Firma_Len%C3%ADn_Moreno_Garc%C3%A9s.png,['Signatures' 'Lenín Moreno'],"{'Politics', 'History', 'Culture', 'Society'}"
77,1181166,Zhuge Liang.jpg,https://upload.wikimedia.org/wikipedia/commons/9/95/Zhuge_Liang.jpg,"['People in wheelchairs in art' 'Portraits of Zhuge Liang'
 'Rickshaws in art (China)' 'Wan hsiao tang']","{'Places', 'Culture', 'Technology & Engineering', 'Society', 'STEM', 'People', 'History', 'Literature'}"
78,18305652,LevisonH-full.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/LevisonH-full.jpg,['Harold F. Levison'],"{'Space', 'STEM', 'Nature'}"
79,4446380,Japanese GeneralGovernmentBuildingDemolition.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Japanese_GeneralGovernmentBuildingDemolition.jpg,"['Japanese General Government Building in Korea' 'Hyundai RB520'
 'Hyundai Grandeur (LX)' 'Gwanghwamun']","{'Politics', 'Places', 'History', 'Culture', 'Society', 'Architecture'}"
80,8919005,Guéckédou hospital.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Gu%C3%A9ck%C3%A9dou_hospital.jpg,['Guéckédou' 'Buildings in Guinea' 'Health in Guinea' '2010 in Guinea'],"{'STEM', 'Medicine & Health', 'Places'}"
81,76624103,Glenn Thompson 116th Congress.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Glenn_Thompson_116th_Congress.jpg,"['Glenn ""G.T."" Thompson']","{'Politics', 'Society', 'People'}"
82,83535156,Logoznio.png,https://upload.wikimedia.org/wikipedia/commons/2/2a/Logoznio.png,['Logos of Poland' 'Ossolineum' 'Publishing houses from Poland'],"{'Culture', 'Society', 'Logos & Symbols', 'People', 'Literature'}"
83,18026193,Henry George Ward.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Henry_George_Ward.jpg,"['1842 engravings' 'James Holmes' 'William Henry Mote'
 'Male politicians of England' 'Governors of British Ceylon']","{'Politics', 'Society', 'People'}"
84,33414063,Trochus flammulatus 001.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6a/Trochus_flammulatus_001.jpg,['Trochus flammulatus' 'Images from Manual of Conchology'],"{'STEM', 'Animals', 'Nature'}"
85,66158064,Moscow RechnoyVokzaltMetroStation 1091.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Moscow_RechnoyVokzaltMetroStation_1091.jpg,['Rechnoy Vokzal (Moscow Metro)' 'January 2018 in Moscow'],"{'Politics', 'Society'}"
86,27929312,Michelle Bachelet headshot 2013.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Michelle_Bachelet_headshot_2013.jpg,"['Michelle Bachelet presidential campaign, 2013']","{'Politics', 'Society'}"
87,1962050,Arlette Laguiller.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Arlette_Laguiller.jpg,['Arlette Laguiller'],"{'Politics', 'Society'}"
88,4502868,Marble Arch stn eastbound look west.JPG,https://upload.wikimedia.org/wikipedia/commons/5/57/Marble_Arch_stn_eastbound_look_west.JPG,['Marble Arch tube station' 'Platforms on the London Underground'],"{'Politics', 'Society', 'Transportation'}"
89,9578071,Oxford West and Abingdon hustings St Annes College 20100226.JPG,https://upload.wikimedia.org/wikipedia/commons/f/f5/Oxford_West_and_Abingdon_hustings_St_Annes_College_20100226.JPG,"['2010 in Oxford' '2010 United Kingdom general election'
 'February 2010 in Oxfordshire' 'Hustings']","{'Politics', 'Society'}"
90,4165786,Bartol Kasic Institutiones linguae Illyricae.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Bartol_Kasic_Institutiones_linguae_Illyricae.jpg,"['Bartol Kašić' 'Publications of Jesuits' 'Title pages from Italy'
 'Literature of Croatia' '1604 books from Italy']","{'People', 'Culture', 'Society', 'Literature'}"
91,48316139,Junior League trophy.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Junior_League_trophy.jpg,['Baseball in Prince Edward Island' 'Baseball trophies of Canada'],"{'Sports', 'Politics', 'History', 'Culture', 'Society'}"
92,56311486,Bipalia invasive.png,https://upload.wikimedia.org/wikipedia/commons/d/df/Bipalia_invasive.png,['Bipalium' 'Tricladida heads'],"{'STEM', 'Animals', 'Nature'}"
93,77126237,Evryscope South.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Evryscope_South.jpg,['Telescopes' 'Astronomy in Chile'],"{'Space', 'STEM'}"
94,57121308,Talquin Dam on Lake Talquin from SR20.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Talquin_Dam_on_Lake_Talquin_from_SR20.jpg,['Lake Talquin' 'Dams in Florida'],"{'Politics', 'STEM', 'Places', 'Society', 'Nature'}"
95,73097340,"Bergmannsheil Häuser 8, 9, 2 und 3.jpg",https://upload.wikimedia.org/wikipedia/commons/9/92/Bergmannsheil_H%C3%A4user_8%2C_9%2C_2_und_3.jpg,['Bergmannsheil Bochum'],"{'History', 'Medicine & Health', 'Culture', 'STEM'}"
96,50880004,Comet Lovejoy Visits La Silla.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Comet_Lovejoy_Visits_La_Silla.jpg,['C/2014 Q2 (Lovejoy)' 'La Silla Observatory' 'Night sky'],"{'Space', 'STEM', 'Places', 'Society', 'Nature'}"
