title,id,url,HITId,WorkerId0,WorkerId1,WorkerId2,AssignmentStatus0,AssignmentStatus1,AssignmentStatus2,labels0,labels1,labels2,labels_enriched0,labels_enriched1,labels_enriched2,labels_enriched_majority
NAMRU-3 logo.png,34236940,https://upload.wikimedia.org/wikipedia/commons/e/e3/NAMRU-3_logo.png,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,"{'People', 'Medicine & Health'}",{'Maps & Flags'},"{'Maps & Flags', 'Places', 'People'}","{'Society', 'People', 'STEM', 'Medicine & Health'}","{'Maps & Flags', 'Places'}","{'Society', 'Maps & Flags', 'Places', 'People'}","{'Maps & Flags', 'Places', 'People', 'Society'}"
USNS Kawishiwi (T-AO-146) enters Pearl Harbor on 1 June 1991.jpg,13362240,https://upload.wikimedia.org/wikipedia/commons/e/e5/USNS_Kawishiwi_%28T-AO-146%29_enters_Pearl_Harbor_on_1_June_1991.jpg,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'Transportation'},{'Technology & Engineering'},"{'Transportation', 'Technology & Engineering'}","{'Transportation', 'Society'}","{'STEM', 'Technology & Engineering'}","{'Society', 'Transportation', 'STEM', 'Technology & Engineering'}","{'Transportation', 'STEM', 'Society', 'Technology & Engineering'}"
Albert Benjamin Prescott.png,20791176,https://upload.wikimedia.org/wikipedia/commons/7/78/Albert_Benjamin_Prescott.png,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'People'},"{'History', 'People'}","{'History', 'People'}","{'Society', 'People'}","{'Society', 'History', 'Culture', 'People'}","{'Society', 'History', 'Culture', 'People'}","{'Culture', 'History', 'People', 'Society'}"
Stegomastodon mirificus - Smithsonian.JPG,6628532,https://upload.wikimedia.org/wikipedia/commons/7/76/Stegomastodon_mirificus_-_Smithsonian.JPG,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'Fossils'},"{'Literature', 'History'}","{'Animals', 'Fossils'}","{'Fossils', 'STEM', 'Nature'}","{'Literature', 'History', 'Culture'}","{'Animals', 'Fossils', 'STEM', 'Nature'}","{'Nature', 'Fossils', 'STEM'}"
Carus-p48-Mystic-table.jpg,8950028,https://upload.wikimedia.org/wikipedia/commons/2/27/Carus-p48-Mystic-table.jpg,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,"{'Logos & Symbols', 'Maps & Flags', 'Places'}","{'Diagrams', 'History'}",{'Maps & Flags'},"{'Logos & Symbols', 'Maps & Flags', 'Places'}","{'Culture', 'History', 'Diagrams', 'STEM'}","{'Maps & Flags', 'Places'}","{'Maps & Flags', 'Places'}"
Meudon Observatory (3560369038).jpg,47083280,https://upload.wikimedia.org/wikipedia/commons/2/21/Meudon_Observatory_%283560369038%29.jpg,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'Architecture'},{'Literature'},"{'Monuments & Memorials', 'Architecture'}","{'Architecture', 'Places'}","{'Literature', 'Culture'}","{'Monuments & Memorials', 'Architecture', 'Places'}","{'Architecture', 'Places'}"
Ferdinand Keller - Scheherazade und Sultan Schariar (1880).jpg,28397584,https://upload.wikimedia.org/wikipedia/commons/9/95/Ferdinand_Keller_-_Scheherazade_und_Sultan_Schariar_%281880%29.jpg,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'People'},{'History'},"{'Art', 'People'}","{'Society', 'People'}","{'History', 'Culture'}","{'Art', 'Society', 'People', 'Culture'}","{'Culture', 'People', 'Society'}"
Piveteausaurus divesensis.JPG,26816605,https://upload.wikimedia.org/wikipedia/commons/c/c8/Piveteausaurus_divesensis.JPG,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'Fossils'},"{'Literature', 'History'}","{'Geology', 'Fossils'}","{'Fossils', 'STEM', 'Nature'}","{'Literature', 'History', 'Culture'}","{'Geology', 'Fossils', 'STEM', 'Nature'}","{'Nature', 'Fossils', 'STEM'}"
"Muhammad Yunus, World Economic Forum 2009 Annual Meeting.jpg",5835650,https://upload.wikimedia.org/wikipedia/commons/8/84/Muhammad_Yunus%2C_World_Economic_Forum_2009_Annual_Meeting.jpg,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,"{'People', 'Politics'}","{'History', 'People'}",{'People'},"{'Society', 'People', 'Politics'}","{'Society', 'History', 'Culture', 'People'}","{'Society', 'People'}","{'People', 'Society'}"
HK Food Steamed Meat Cake 蒸豬肉餅.JPG,6685955,https://upload.wikimedia.org/wikipedia/commons/8/89/HK_Food_Steamed_Meat_Cake_%E8%92%B8%E8%B1%AC%E8%82%89%E9%A4%85.JPG,32W3UF2E03WJH93EW3N2QE5AG9V4CZ,A2VFQ8DS884HLX,AVEV8X13Y4JSR,AVNP1F3CADQRW,Submitted,Approved,Approved,{'Food'},{'Food'},{'Food'},"{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}","{'Food', 'Culture'}"
Edward Joshua Cooper Signature.jpg,49925222,https://upload.wikimedia.org/wikipedia/commons/6/6d/Edward_Joshua_Cooper_Signature.jpg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'Art'},"{'Technology & Engineering', 'People', 'Politics'}",{'History'},"{'Art', 'Culture'}","{'STEM', 'Society', 'Politics', 'People', 'Technology & Engineering'}","{'History', 'Culture'}",{'Culture'}
Alaska Anchorage Community Hospital 1972 01.jpg,26516073,https://upload.wikimedia.org/wikipedia/commons/b/b6/Alaska_Anchorage_Community_Hospital_1972_01.jpg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'Architecture'},"{'Architecture', 'Places', 'Medicine & Health'}",{'Transportation'},"{'Architecture', 'Places'}","{'Architecture', 'Places', 'STEM', 'Medicine & Health'}","{'Transportation', 'Society'}","{'Architecture', 'Places'}"
RER-B Saint-Rémy1.jpg,802219,https://upload.wikimedia.org/wikipedia/commons/7/7b/RER-B_Saint-R%C3%A9my1.jpg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,"{'Architecture', 'History'}","{'Architecture', 'Places'}",{'Architecture'},"{'Architecture', 'Places', 'History', 'Culture'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}"
Bergsbók.jpg,21695546,https://upload.wikimedia.org/wikipedia/commons/0/09/Bergsb%C3%B3k.jpg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'History'},"{'Literature', 'History'}",{'Literature'},"{'History', 'Culture'}","{'Literature', 'History', 'Culture'}","{'Literature', 'Culture'}","{'Literature', 'History', 'Culture'}"
Seymouria Tambach Lovers.jpg,89576620,https://upload.wikimedia.org/wikipedia/commons/e/e7/Seymouria_Tambach_Lovers.jpg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'History'},"{'Fossils', 'History'}",{'History'},"{'History', 'Culture'}","{'STEM', 'Nature', 'History', 'Culture', 'Fossils'}","{'History', 'Culture'}","{'History', 'Culture'}"
Göttingen-Dollond-Teleskop.JPG,280680,https://upload.wikimedia.org/wikipedia/commons/8/8d/G%C3%B6ttingen-Dollond-Teleskop.JPG,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'History'},"{'Space', 'Technology & Engineering'}",{'History'},"{'History', 'Culture'}","{'Space', 'STEM', 'Technology & Engineering'}","{'History', 'Culture'}","{'History', 'Culture'}"
Haga theorem 1.svg,9463567,https://upload.wikimedia.org/wikipedia/commons/8/8d/Haga_theorem_1.svg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,"{'Diagrams', 'Mathematics'}","{'Diagrams', 'Mathematics'}",{'Mathematics'},"{'Mathematics', 'Diagrams', 'STEM'}","{'Mathematics', 'Diagrams', 'STEM'}","{'STEM', 'Mathematics'}","{'Diagrams', 'STEM', 'Mathematics'}"
Mechanismpart2revised.png,15232076,https://upload.wikimedia.org/wikipedia/commons/b/bf/Mechanismpart2revised.png,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,"{'Diagrams', 'Chemistry'}","{'Diagrams', 'Chemistry'}",{'Chemistry'},"{'Diagrams', 'STEM', 'Chemistry'}","{'Diagrams', 'STEM', 'Chemistry'}","{'STEM', 'Chemistry'}","{'Diagrams', 'STEM', 'Chemistry'}"
Rutile crystal structure.png,58351993,https://upload.wikimedia.org/wikipedia/commons/c/cc/Rutile_crystal_structure.png,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'Chemistry'},{'Chemistry'},{'Chemistry'},"{'STEM', 'Chemistry'}","{'STEM', 'Chemistry'}","{'STEM', 'Chemistry'}","{'STEM', 'Chemistry'}"
Huevos à la Mexicana. (6571912625).jpg,42726188,https://upload.wikimedia.org/wikipedia/commons/1/14/Huevos_%C3%A0_la_Mexicana._%286571912625%29.jpg,335VBRUREYBZBDT49PPOXAGTNDME9Y,A17D6921MLIZ8H,A3O0NNIW4KA2PV,AVEV8X13Y4JSR,Approved,Approved,Approved,{'Food'},{'Food'},{'Food'},"{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}","{'Food', 'Culture'}"
Alexandra Rodionova 2012.jpg,18484767,https://upload.wikimedia.org/wikipedia/commons/c/c9/Alexandra_Rodionova_2012.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,{'People'},"{'Sports', 'People'}","{'None', 'Belief', 'People', 'Monuments & Memorials', 'Fossils'}","{'Society', 'People'}","{'Society', 'Sports', 'People'}","{'Places', 'Nature', 'STEM', 'Culture', 'Society', 'Belief', 'People', 'Monuments & Memorials', 'Fossils'}","{'People', 'Society'}"
Quesillo a la plancha.jpg,6867506,https://upload.wikimedia.org/wikipedia/commons/6/62/Quesillo_a_la_plancha.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,{'Food'},{'Food'},"{'None', 'Events', 'Medicine & Health', 'Monuments & Memorials', 'Fossils', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}","{'Places', 'Nature', 'STEM', 'Culture', 'Society', 'Events', 'Medicine & Health', 'Monuments & Memorials', 'Fossils', 'Food'}","{'Food', 'Culture'}"
Space Center Houston Faith 7.jpg,52002110,https://upload.wikimedia.org/wikipedia/commons/e/e6/Space_Center_Houston_Faith_7.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,{'Technology & Engineering'},"{'Space', 'Technology & Engineering'}","{'None', 'Transportation', 'History', 'Space', 'Places', 'Plants'}","{'STEM', 'Technology & Engineering'}","{'Space', 'STEM', 'Technology & Engineering'}","{'Transportation', 'Nature', 'STEM', 'History', 'Culture', 'Society', 'Space', 'Places', 'Plants'}","{'Space', 'STEM', 'Technology & Engineering'}"
Asoriculus hidalgo.jpg,90136259,https://upload.wikimedia.org/wikipedia/commons/f/f7/Asoriculus_hidalgo.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,"{'Art', 'Animals', 'Diagrams'}",{'Animals'},"{'None', 'Diagrams', 'Landscapes', 'Art', 'Animals'}","{'STEM', 'Nature', 'Diagrams', 'Culture', 'Art', 'Animals'}","{'Animals', 'STEM', 'Nature'}","{'STEM', 'Nature', 'Diagrams', 'Culture', 'Landscapes', 'Art', 'Animals', 'Places'}","{'Nature', 'STEM', 'Diagrams', 'Culture', 'Art', 'Animals'}"
Signs of Months in Javanese Calendar.gif,80790410,https://upload.wikimedia.org/wikipedia/commons/1/13/Signs_of_Months_in_Javanese_Calendar.gif,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,"{'Art', 'History'}",{'History'},"{'Logos & Symbols', 'Diagrams', 'History', 'People', 'Art', 'Monuments & Memorials', 'Fossils'}","{'Art', 'History', 'Culture'}","{'History', 'Culture'}","{'Places', 'STEM', 'Nature', 'Logos & Symbols', 'Diagrams', 'Culture', 'History', 'Society', 'People', 'Art', 'Monuments & Memorials', 'Fossils'}","{'Art', 'History', 'Culture'}"
Newton St Faith.JPG,5517009,https://upload.wikimedia.org/wikipedia/commons/4/4d/Newton_St_Faith.JPG,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,"{'Monuments & Memorials', 'History'}","{'Monuments & Memorials', 'Belief', 'History'}","{'Logos & Symbols', 'History', 'Events', 'Architecture', 'Monuments & Memorials', 'Fossils', 'Technology & Engineering'}","{'Monuments & Memorials', 'Places', 'History', 'Culture'}","{'History', 'Culture', 'Belief', 'Monuments & Memorials', 'Places'}","{'Places', 'Nature', 'STEM', 'Logos & Symbols', 'History', 'Society', 'Culture', 'Events', 'Architecture', 'Monuments & Memorials', 'Fossils', 'Technology & Engineering'}","{'Monuments & Memorials', 'Places', 'History', 'Culture'}"
Jo-Cotten-FDR-LIFE-1944.jpg,49035691,https://upload.wikimedia.org/wikipedia/commons/3/30/Jo-Cotten-FDR-LIFE-1944.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,"{'Art', 'History', 'People'}","{'Art', 'People'}","{'None', 'Geology', 'Belief', 'People', 'Monuments & Memorials', 'Fossils'}","{'History', 'Society', 'Culture', 'People', 'Art'}","{'Art', 'Society', 'People', 'Culture'}","{'Places', 'Nature', 'STEM', 'Geology', 'Culture', 'Society', 'Belief', 'People', 'Monuments & Memorials', 'Fossils'}","{'Art', 'Culture', 'People', 'Society'}"
Thomas-de-Kent-Bnf-fr24364-fol54v-dent tyrant.jpg,50412390,https://upload.wikimedia.org/wikipedia/commons/e/eb/Thomas-de-Kent-Bnf-fr24364-fol54v-dent_tyrant.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,"{'Art', 'Animals', 'History', 'People'}","{'Art', 'History'}","{'None', 'Diagrams', 'History', 'Events', 'Architecture', 'People', 'Art', 'Animals'}","{'STEM', 'Nature', 'History', 'Culture', 'Society', 'People', 'Art', 'Animals'}","{'Art', 'History', 'Culture'}","{'STEM', 'Nature', 'Diagrams', 'Culture', 'Society', 'History', 'Events', 'Architecture', 'People', 'Art', 'Animals', 'Places'}","{'STEM', 'Nature', 'History', 'Culture', 'Society', 'People', 'Art', 'Animals'}"
Thames Gateway bridge location.PNG,8375275,https://upload.wikimedia.org/wikipedia/commons/a/ab/Thames_Gateway_bridge_location.PNG,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,{'Maps & Flags'},"{'Maps & Flags', 'Transportation'}","{'None', 'Maps & Flags', 'Diagrams', 'Events', 'Art', 'Fossils'}","{'Maps & Flags', 'Places'}","{'Maps & Flags', 'Places', 'Society', 'Transportation'}","{'Places', 'Maps & Flags', 'STEM', 'Nature', 'Diagrams', 'Culture', 'Society', 'Events', 'Art', 'Fossils'}","{'Maps & Flags', 'Places', 'Society'}"
Chapmans pool panorama.jpg,5025246,https://upload.wikimedia.org/wikipedia/commons/d/d5/Chapmans_pool_panorama.jpg,336OE47KJHVRPKSYXQOQBYCQL99WVB,A2803ZK05KU1ZL,A3O0NNIW4KA2PV,AAY0XUI4OLPOK,Approved,Approved,Approved,"{'Landscapes', 'Geology'}","{'Landscapes', 'Places'}","{'None', 'Diagrams', 'Events', 'Belief', 'Places', 'Plants'}","{'Places', 'Landscapes', 'Geology', 'STEM'}","{'Landscapes', 'Places'}","{'STEM', 'Nature', 'Diagrams', 'Culture', 'Society', 'Events', 'Belief', 'Places', 'Plants'}","{'Landscapes', 'Places', 'STEM'}"
Kepler astronomia nova.jpg,306735,https://upload.wikimedia.org/wikipedia/commons/e/eb/Kepler_astronomia_nova.jpg,33CLA8O0NXMXLRPMYH9G6D1N506RFF,A1JG342PWI2PTC,A1RG0WRPSK5BAV,AZHNR434Q0PCF,Submitted,Submitted,Approved,"{'Literature', 'Mathematics'}","{'Diagrams', 'Mathematics'}","{'Literature', 'Diagrams'}","{'Literature', 'Mathematics', 'STEM', 'Culture'}","{'Mathematics', 'Diagrams', 'STEM'}","{'Culture', 'Literature', 'Diagrams', 'STEM'}","{'STEM', 'Diagrams', 'Culture', 'Literature', 'Mathematics'}"
Margie's Candies crop.JPG,19925408,https://upload.wikimedia.org/wikipedia/commons/3/3f/Margie%27s_Candies_crop.JPG,33CLA8O0NXMXLRPMYH9G6D1N506RFF,A1JG342PWI2PTC,A1RG0WRPSK5BAV,AZHNR434Q0PCF,Submitted,Submitted,Approved,"{'Architecture', 'Places'}","{'Places', 'Food'}",{'Architecture'},"{'Architecture', 'Places'}","{'Culture', 'Places', 'Food'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}"
Lexicographic order on pairs of natural numbers.svg,28050570,https://upload.wikimedia.org/wikipedia/commons/8/8a/Lexicographic_order_on_pairs_of_natural_numbers.svg,33CLA8O0NXMXLRPMYH9G6D1N506RFF,A1JG342PWI2PTC,A1RG0WRPSK5BAV,AZHNR434Q0PCF,Submitted,Submitted,Approved,{'Diagrams'},{'Diagrams'},{'Diagrams'},"{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Daniel Akpeyi.jpg,50629767,https://upload.wikimedia.org/wikipedia/commons/b/b0/Daniel_Akpeyi.jpg,33CLA8O0NXMXLRPMYH9G6D1N506RFF,A1JG342PWI2PTC,A1RG0WRPSK5BAV,AZHNR434Q0PCF,Submitted,Submitted,Approved,"{'Events', 'Sports', 'People'}","{'Events', 'People'}","{'Sports', 'People'}","{'Events', 'Sports', 'People', 'Society'}","{'Events', 'People', 'Society'}","{'Society', 'Sports', 'People'}","{'Events', 'Society', 'Sports', 'People'}"
Dewar-benzene-3D-balls.png,15370766,https://upload.wikimedia.org/wikipedia/commons/b/bd/Dewar-benzene-3D-balls.png,33CLA8O0NXMXLRPMYH9G6D1N506RFF,A1JG342PWI2PTC,A1RG0WRPSK5BAV,AZHNR434Q0PCF,Submitted,Submitted,Approved,{'Mathematics'},"{'Art', 'Logos & Symbols'}",{'Diagrams'},"{'STEM', 'Mathematics'}","{'Art', 'Logos & Symbols', 'Culture'}","{'Diagrams', 'STEM'}",{'STEM'}
Parrot horoscope.jpg,17417450,https://upload.wikimedia.org/wikipedia/commons/5/5b/Parrot_horoscope.jpg,33CLA8O0NXMXLRPMYH9G6D1N506RFF,A1JG342PWI2PTC,A1RG0WRPSK5BAV,AZHNR434Q0PCF,Submitted,Submitted,Approved,"{'Art', 'People'}","{'Belief', 'People'}",{'People'},"{'Art', 'Society', 'People', 'Culture'}","{'Society', 'Belief', 'People', 'Culture'}","{'Society', 'People'}","{'Culture', 'People', 'Society'}"
